property_id,living_area_sqft,lot_area_sqft,bedrooms,bathrooms,house_age_years,neighborhood,condition,garage_spaces,has_basement,distance_to_center_km,sale_price
PROP00938,1764.0,9227.0,3,2.2,73,downtown,excellent,2,0,1.9,404677.0
PROP00939,1472.0,6099.0,4,2.0,77,suburb_north,excellent,0,0,10.6,256590.0
PROP00940,1203.0,4644.0,2,1.7,93,suburb_north,fair,2,1,13.8,187164.0
PROP00941,1585.0,4846.0,2,1.2,39,suburb_south,good,2,0,13.9,255505.0
PROP00942,1913.0,5886.0,3,1.9,73,rural,good,2,1,27.1,229415.0
PROP00943,722.0,2478.0,2,2.2,85,suburb_south,poor,1,0,16.5,80675.0
PROP00944,1371.0,6864.0,3,1.4,1,suburb_south,good,1,0,15.4,242342.0
PROP00945,702.0,2669.0,2,1.4,45,suburb_north,fair,0,0,7.1,129603.0
PROP00946,1461.0,3574.0,1,1.0,67,riverside,excellent,3,0,10.3,344665.0
PROP00947,2459.0,12274.0,2,1.6,43,downtown,excellent,1,0,1.9,684108.0
PROP00948,1148.0,5265.0,3,2.4,9,downtown,excellent,2,0,2.8,418314.0
PROP00949,2187.0,12656.0,4,2.6,62,suburb_south,good,1,0,8.7,375544.0
PROP00950,3367.0,13547.0,5,3.0,38,suburb_south,fair,3,1,8.9,532006.0
PROP00951,2599.0,11822.0,5,3.5,59,suburb_north,good,2,1,16.7,1490370.0
PROP00952,1873.0,7142.0,4,2.6,0,suburb_north,good,0,0,12.0,452489.0
PROP00953,2272.0,10586.0,5,3.3,1,downtown,fair,2,0,1.9,593635.0
PROP00954,1047.0,3802.0,2,1.8,57,suburb_south,good,2,0,12.4,180641.0
PROP00955,935.0,2224.0,1,1.0,94,suburb_north,fair,2,0,14.9,120029.0
PROP00956,1816.0,10794.0,2,1.5,61,suburb_north,fair,3,1,8.1,333202.0
PROP00957,2019.0,9743.0,2,1.1,90,rural,good,2,0,30.3,227012.0
PROP00958,2402.0,10464.0,4,2.2,81,riverside,good,2,1,12.4,488086.0
PROP00959,1487.0,5683.0,3,2.6,27,suburb_north,good,2,1,10.7,323169.0
PROP00960,1906.0,9126.0,4,2.4,9,suburb_south,good,1,0,18.0,392299.0
PROP00961,1888.0,4404.0,4,3.3,53,downtown,good,2,0,3.6,392087.0
PROP00962,1728.0,5477.0,3,1.4,59,suburb_north,good,2,0,12.7,324783.0
PROP00963,1760.0,4090.0,2,1.1,73,riverside,good,1,0,14.9,306013.0
PROP00964,1330.0,3098.0,2,1.8,50,downtown,good,2,1,1.9,289018.0
PROP00965,1954.0,3692.0,3,1.9,88,suburb_north,good,0,0,3.7,290489.0
PROP00966,1907.0,9487.0,2,1.6,81,rural,good,1,0,32.6,210405.0
PROP00967,1558.0,4292.0,4,2.5,56,riverside,poor,3,0,14.0,283939.0
PROP00968,2166.0,11468.0,3,1.9,52,rural,good,0,1,35.7,288322.0
PROP00969,2365.0,13241.0,4,2.4,1,rural,fair,2,0,28.9,345616.0
PROP00970,2173.0,5450.0,2,1.6,74,suburb_north,excellent,1,1,5.5,371664.0
PROP00971,1227.0,5862.0,2,1.8,65,suburb_south,excellent,2,0,3.1,250139.0
PROP00972,1855.0,6925.0,3,2.6,86,suburb_north,good,3,0,8.9,355089.0
PROP00973,1299.0,7352.0,2,1.4,8,suburb_south,excellent,2,1,11.3,319513.0
PROP00974,1853.0,7105.0,2,1.3,14,suburb_north,good,2,1,5.4,412988.0
PROP00975,1301.0,4412.0,2,1.3,64,downtown,fair,1,0,3.0,223491.0
PROP00976,2502.0,7599.0,4,3.1,46,downtown,good,1,1,3.6,557744.0
PROP00977,2231.0,12483.0,4,2.8,56,riverside,excellent,2,0,17.9,601441.0
PROP00978,2434.0,6693.0,5,2.2,41,downtown,poor,2,0,1.4,461795.0
PROP00979,2378.0,12547.0,4,1.7,61,suburb_south,fair,2,0,9.7,437971.0
PROP00980,1651.0,4318.0,3,1.7,63,rural,good,2,1,22.5,193905.0
PROP00981,1566.0,7051.0,2,1.6,18,riverside,good,1,1,10.5,427795.0
PROP00982,2758.0,10189.0,4,2.5,72,suburb_north,good,1,1,5.3,481975.0
PROP00983,1709.0,3827.0,3,2.2,47,suburb_north,good,3,1,15.8,367190.0
PROP00984,1055.0,2457.0,3,1.9,55,rural,good,2,1,22.1,147596.0
PROP00985,2354.0,7020.0,4,3.1,59,suburb_south,poor,2,1,12.6,332209.0
PROP00986,1879.0,9432.0,3,2.3,71,suburb_north,good,2,0,6.3,368708.0
PROP00987,2628.0,12776.0,4,2.5,28,rural,excellent,3,1,23.3,410261.0
PROP00988,1934.0,5147.0,1,1.5,0,suburb_north,good,2,1,16.1,426568.0
PROP00989,1789.0,6798.0,2,1.0,17,suburb_north,good,1,0,5.7,350134.0
PROP00990,2639.0,5825.0,6,3.5,92,downtown,poor,3,0,1.1,487281.0
PROP00991,954.0,4586.0,2,1.6,21,downtown,fair,1,1,2.2,212755.0
PROP00992,1478.0,7585.0,4,2.7,23,suburb_north,good,1,0,13.6,313899.0
PROP00993,1312.0,7285.0,2,1.0,82,suburb_south,good,2,0,4.8,228703.0
PROP00994,593.0,3273.0,1,1.0,22,suburb_north,good,1,1,6.1,169021.0
PROP00995,2280.0,7340.0,3,2.2,44,suburb_south,good,1,1,14.8,418397.0
PROP00996,1493.0,4283.0,3,2.2,35,riverside,excellent,2,0,16.9,381619.0
PROP00997,2298.0,12790.0,4,3.0,63,rural,excellent,3,0,21.1,403747.0
PROP00998,2014.0,4860.0,3,2.3,57,downtown,fair,0,1,3.0,434593.0
PROP00999,2134.0,4373.0,3,2.0,49,riverside,poor,2,1,7.8,353388.0
PROP01000,1550.0,4836.0,3,2.3,48,downtown,excellent,2,1,2.1,484420.0
